From	To	id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Pairs	Interactions	Tissue
FCC	Smooth Muscle	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	FCC|Smooth Muscle	0.682	Gallbladder
FCC	Smooth Muscle	CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	0.037	Lung
FCC	Smooth Muscle	CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	0.561	Lung
FCC	Smooth Muscle	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	FCC|Smooth Muscle	0.817	Placenta
FCC	Smooth Muscle	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	FCC|Smooth Muscle	1.682	Lung
FCC	Smooth Muscle	CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	CEACAM1	SELE	TRUE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	FCC|Smooth Muscle	0.185	Eye
FCC	Smooth Muscle	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	FCC|Smooth Muscle	0.606	Pleura
FCC	Smooth Muscle	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	1.03	Eye
FCC	Smooth Muscle	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	1.039	Pleura
FCC	Smooth Muscle	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	FCC|Smooth Muscle	0.496	Adipose
FCC	Smooth Muscle	CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	0.934	Kidney
FCC	Smooth Muscle	CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	0.573	Eye
FCC	Smooth Muscle	CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	FCC|Smooth Muscle	0.939	Bladder
FCC	Smooth Muscle	CPI-SS0D2FABC4A	ADM_RAMP3	simple:P35318	simple:O60896	ADM	RAMP3	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Adrenomedullin	FCC|Smooth Muscle	0.289	Eye
FCC	Smooth Muscle	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	FCC|Smooth Muscle	0.273	Eye
FCC	Smooth Muscle	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	FCC|Smooth Muscle	1.061	Heart
FCC	Smooth Muscle	CPI-SS068BC31E4	CXCL9_DPP4	simple:Q07325	simple:P27487	CXCL9	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|Smooth Muscle	0.042	Lung
FCC	Smooth Muscle	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	FCC|Smooth Muscle	0.567	Heart
FCC	T cells	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.257	Adipose
FCC	T cells	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	FCC|T cells	0.827	Gallbladder
FCC	T cells	CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.039	Lung
FCC	T cells	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.396	Muscle
FCC	T cells	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	1.773	Adipose
FCC	T cells	CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CEAM	FCC|T cells	0.059	Gallbladder
FCC	T cells	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		FCC|T cells	1.478	Thymus
FCC	T cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCC|T cells	0.403	Artery
FCC	T cells	CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.371	Adipose
FCC	T cells	CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.598	Muscle
FCC	T cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCC|T cells	0.61	Omentum
FCC	T cells	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	1.062	Artery
FCC	T cells	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	FCC|T cells	1.002	Heart
FCC	T cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCC|T cells	0.733	Thyroid
FCC	T cells	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.457	Esophageal
FCC	T cells	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	FCC|T cells	0.899	Eye
FCC	T cells	CPI-SS068BC31E4	CXCL9_DPP4	simple:Q07325	simple:P27487	CXCL9	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.044	Lung
FCC	T cells	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.757	Artery
FCC	T cells	CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.563	Lung
FCC	T cells	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	FCC|T cells	0.05	Fetal_Skin
FCC	T cells	CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.56	Artery
FCC	T cells	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	1.754	Thymus
FCC	T cells	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.867	Muscle
FCC	T cells	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.967	Thymus
FCC	T cells	CPI-SS0C1332E73	CTSG_FPR1	simple:P08311	simple:P21462	CTSG	FPR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cathepsin	FCC|T cells	0.208	Pleura
FCC	T cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCC|T cells	0.461	Adrenal_Gland
FCC	T cells	CPI-SS0491EECEA	CCL11_DPP4	simple:P51671	simple:P27487	CCL11	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	1.317	Intestinal
FCC	T cells	CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.821	Thymus
FCC	T cells	CPI-CS0D81115C8	Cholesterol_byDHCR24_RORA	complex:Cholesterol_byDHCR24	simple:P35398		RORA	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	FCC|T cells	0.375	Eye
FCC	T cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCC|T cells	0.737	Pleura
FCC	T cells	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCC|T cells	0.725	Pleura
FCC	T cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCC|T cells	1.354	Cervix
FCPC	B cells	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	1.644	Adipose
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.239	Omentum
FCPC	B cells	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	1.225	Esophageal
FCPC	B cells	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	1.746	Thymus
FCPC	B cells	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.528	Trachea
FCPC	B cells	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	FCPC|B cells	1.424	Cerebellum
FCPC	B cells	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor		FCPC|B cells	2.403	Cerebellum
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.056	Fetal_Adrenal_Gland
FCPC	B cells	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	FCPC|B cells	2.055	Fetal_Muscle
FCPC	B cells	CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	4.448	Fetal_Pancreas
FCPC	B cells	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	FCPC|B cells	0.091	Fetal_Skin
FCPC	B cells	CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Fibroblast growth factor	FCPC|B cells	0.788	Heart
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	1.648	Cerebellum
FCPC	B cells	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	FCPC|B cells	0.034	Prostate
FCPC	B cells	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		FCPC|B cells	0.617	Fetal_Pancreas
FCPC	B cells	CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.827	Thymus
FCPC	B cells	CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	FALSE	FALSE	FALSE	curated	FALSE	Ligand-Receptor		FCPC|B cells	0.958	Thymus
FCPC	B cells	CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	FCPC|B cells	0.3	Heart
FCPC	B cells	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.384	Artery
FCPC	B cells	CPI-SS0B20A1B18	GCG_GLP1R	simple:P01275	simple:P43220	GCG	GLP1R	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Pro-glucagon precursor	FCPC|B cells	0.917	Pancreas
FCPC	B cells	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion		FCPC|B cells	0.452	Thyroid
FCPC	B cells	CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.788	Pleura
FCPC	B cells	CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Apolipoprotein	FCPC|B cells	0.142	Placenta
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.705	Placenta
FCPC	B cells	CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	3.519	Fetal_Pancreas
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	1.372	Cervix
FCPC	B cells	CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	CCL5	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.173	Fetal_Pancreas
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.62	Tongue
FCPC	B cells	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	FCPC|B cells	0.86	Gallbladder
FCPC	B cells	CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Colony-Stimulating factor	FCPC|B cells	0.316	Trachea
FCPC	B cells	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	FCPC|B cells	1.78	Muscle
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.461	Fetal_Calvaria
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.2	Fetal_Male_Gonad
FCPC	B cells	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.587	Uterus
FCPC	B cells	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.161	Trachea
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.606	Thyroid
FCPC	B cells	CPI-SS0C1332E73	CTSG_FPR1	simple:P08311	simple:P21462	CTSG	FPR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cathepsin	FCPC|B cells	0.173	Pleura
FCPC	B cells	CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.353	Artery
FCPC	B cells	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.291	Uterus
FCPC	B cells	CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor		FCPC|B cells	0.408	Placenta
FCPC	B cells	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.648	Artery
FCPC	B cells	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|B cells	0.57	Uterus
FCPC	B cells	CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion	Adhesion by CADM	FCPC|B cells	0.394	Fetal_Male_Gonad
FCPC	B cells	CPI-SS09B92F236	EDN1_EDNRB	simple:P05305	simple:P24530	EDN1	EDNRB	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Endothelin	FCPC|B cells	1.039	Fetal_Intestine
FCPC	B cells	CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|B cells	0.094	Uterus
FCPC	Endothelial	CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Notch	FCPC|Endothelial	0.144	Fetal_Pancreas
FCPC	Endothelial	CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|Endothelial	2.623	Artery
FCPC	Endothelial	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|Endothelial	2.887	Artery
FCPC	Endothelial	CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	FCPC|Endothelial	1.854	Adipose
FCPC	Endothelial	CPI-SS09B92F236	EDN1_EDNRB	simple:P05305	simple:P24530	EDN1	EDNRB	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Endothelin	FCPC|Endothelial	1.157	Fetal_Intestine
FCPC	Endothelial	CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	FALSE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Thrombospondin precursor	FCPC|Endothelial	1.039	Artery
FCPC	Endothelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|Endothelial	1.486	Uterus
FCPC	Endothelial	CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|Endothelial	2.592	Artery
FCPC	Endothelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|Endothelial	1.881	Thyroid
FCPC	Endothelial	CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Plasminogen Activator	FCPC|Endothelial	0.185	Uterus
FCPC	Endothelial	CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	FALSE	FALSE	FALSE	curated	FALSE	Adhesion-Adhesion		FCPC|Endothelial	1.369	Fetal_Pancreas
FCPC	Endothelial	CPI-SS0D2FABC4A	ADM_RAMP3	simple:P35318	simple:O60896	ADM	RAMP3	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Adrenomedullin	FCPC|Endothelial	0.522	Uterus
FCPC	Endothelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|Endothelial	0.773	Fetal_Adrenal_Gland
FCPC	Endothelial	CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	FALSE	FALSE	FALSE	curated	FALSE	Gap-Gap	Adhesion by GAP junction	FCPC|Endothelial	0.636	Adipose
FCPC	Endothelial	CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Chemokines	FCPC|Endothelial	1.203	Uterus
FCPC	Endothelial	CPI-SS0D2FABC4A	ADM_RAMP3	simple:P35318	simple:O60896	ADM	RAMP3	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Adrenomedullin	FCPC|Endothelial	1.497	Adipose
FCPC	Endothelial	CPI-CS0D81115C8	Cholesterol_byDHCR24_RORA	complex:Cholesterol_byDHCR24	simple:P35398		RORA	TRUE	FALSE	TRUE	curated	FALSE	Ligand-Receptor	Signaling by Cholesterol/Desmosterol	FCPC|Endothelial	0.629	Eye
